ID,TOTAL.VALUE,TAX,LOT.SQFT,YR.BUILT,GROSS.AREA,LIVING.AREA,FLOORS,ROOMS,BEDROOMS,FULL.BATH,HALF.BATH,KITCHEN,FIREPLACE,REMODEL
5472,413.7,5204,5210,1930,2472,1504,2,7,3,1,1,1,1,Old
5473,362.6,4561,6340,1925,2221,1051,1,5,2,1,0,1,1,None
5474,422.2,5311,4661,1931,2546,1536,2,7,3,1,1,1,1,None
5475,361,4541,5500,1958,2400,1075,1,9,4,2,0,1,1,None
5476,484.7,6097,12375,1940,2736,1494,2,6,3,1,1,1,1,Recent
5477,425.4,5351,6803,1930,2408,1610,2,6,3,1,1,1,1,None
5478,447,5623,3600,1950,2514,1508,2,6,3,1,1,1,1,Recent
5479,545.9,6867,11041,1963,3952,1920,1,7,3,2,0,1,2,None
5480,322,4050,5400,1949,1752,792,1,4,2,1,0,1,1,None
5481,487.1,6127,8455,1902,4787,3026,2.5,9,4,1,0,1,1,Old
5482,372.3,4683,4597,1929,2156,1248,2,6,3,1,0,1,1,Recent
5483,348.2,4380,4349,1920,1832,1124,2,8,3,1,1,1,1,None
5484,360.1,4530,4556,1950,2320,1364,2,7,3,1,1,1,1,None
5485,621.8,7822,9092,1945,5405,2961,2,9,3,2,1,1,2,None
5486,630.7,7934,8355,1970,5321,2854,2,10,4,2,2,1,2,None
5487,712.5,8963,13340,1920,6807,3771,2,12,6,2,0,1,1,None
5488,268.5,3377,4000,1931,2134,912,1,5,2,1,0,1,0,None
5489,377.9,4753,9471,1970,1976,1326,2,6,3,1,1,1,1,Old
5490,466,5862,5000,1912,3676,1945,2,7,3,1,1,1,1,None
5491,632.6,7958,8520,1915,4373,2469,2,12,6,2,1,1,1,Recent
5492,395.6,4976,6382,1955,2925,1584,1.5,7,4,2,0,1,1,None
5493,474.8,5972,6670,1937,2807,1650,2,6,3,1,1,1,1,None
5494,351.1,4416,4050,1925,1970,1423,1.5,6,2,1,0,1,0,None
5495,324.9,4087,3635,1956,2463,1075,1,6,3,1,0,1,1,None
5496,381.8,4803,5500,1920,2796,1800,2,6,3,1,0,1,0,None
5497,430.8,5419,7091,1965,2656,2171,1,6,3,1,0,1,1,None
5498,469.3,5903,14029,1940,2341,1350,2,6,3,1,1,1,0,None
5499,399.4,5024,5500,1920,3192,1938,2,8,4,1,1,1,0,Old
5500,387.3,4872,4500,1952,2512,1238,1.5,7,3,2,0,1,1,None
5501,490.1,6165,9000,1939,4123,2285,2,11,4,1,1,1,1,Old
5502,376.1,4731,6247,1930,3378,1383,1,7,3,1,0,1,1,None
5503,382.1,4806,5232,1938,2302,1396,2,6,3,1,1,1,1,None
5504,473.6,5957,6860,1915,2864,1652,2,6,3,1,1,1,1,None
5505,485.5,6107,6252,1930,2587,1615,2,9,3,1,1,1,1,Recent
5506,338.5,4258,3525,1940,2016,960,1,5,2,1,0,1,0,None
5507,301.5,3792,4225,1958,2357,1026,1,5,3,1,0,1,1,None
5508,361.7,4550,4000,1925,3827,1613,1,6,3,1,0,1,0,None
5509,511.7,6437,13593,1940,2608,1476,2,7,3,1,1,1,1,Recent
5510,384.7,4839,6075,1920,2867,1527,2,8,4,1,1,1,0,None
5511,365.4,4596,3365,1956,2424,1075,1,8,3,2,0,1,1,None
5512,330.1,4152,3842,1937,1916,1194,2,6,2,1,0,1,1,None
5513,772.1,9713,8400,1919,6382,3496,2,12,8,3,1,1,2,Recent
5514,559,7032,8400,1910,4592,2691,2,10,5,1,1,1,1,None
5515,339.2,4267,3080,1935,2167,1260,2,6,3,1,1,1,1,None
5516,475,5975,5000,1930,3216,2040,2,7,4,1,1,1,1,Recent
5517,625.9,7873,10848,1960,3452,2671,1,7,3,3,0,1,2,None
5518,617.3,7765,7650,1920,4123,2088,2,8,4,1,1,1,1,None
5519,332.6,4184,5122,1951,1664,792,1,5,2,1,0,1,1,None
5520,340.656,4285,4620,1958,2672,1442,1.5,6,3,2,0,1,1,Recent
5521,473.5,5956,4594,1930,2790,1894,2,6,3,2,0,1,1,None
5522,447.1,5624,3525,1940,3130,1632,1.5,6,3,2,0,1,1,Recent
5523,384,4830,7492,1967,2548,1581,2,7,4,1,1,1,1,None
5524,331.1,4165,4500,1952,2180,952,1,4,2,1,1,1,0,None
5525,639.6,8046,8849,1885,4521,2686,2,10,6,3,0,1,1,Recent
5526,335.4,4219,5000,1950,2826,1252,1,6,2,1,0,1,1,Old
5527,526,6617,8240,1915,5371,2974,2,8,5,2,2,1,1,Old
5528,432.3,5438,6665,1938,3232,2012,2,7,3,1,1,1,1,None
5529,484.7,6097,6761,1940,2900,1664,2,8,3,2,1,1,1,None
5530,428.8,5394,6250,1910,3450,1885,2,9,5,1,0,1,1,None
5531,321.9,4049,4613,1958,2308,1553,1,7,3,1,1,1,1,None
5532,321.6,4045,4232,1950,2176,1056,1,5,2,1,0,1,1,None
5533,385.5,4849,4692,1932,2268,1352,2,7,3,1,1,1,1,Old
5534,405.1,5096,7753,1970,2446,1726,2,8,4,1,1,1,1,None
5535,360.5,4535,5407,1912,2721,1750,2,7,4,1,0,1,0,None
5536,445.9,5609,5000,1915,2696,1537,2,7,3,1,1,1,0,None
5537,564.9,7106,5500,1930,4504,2352,2,8,4,1,2,1,1,None
5538,432.5,5440,4992,1956,2520,1834,1,5,3,1,0,1,1,Recent
5539,381.3,4796,6075,1890,2459,1468,2,8,4,1,1,1,2,Old
5540,348.8,4387,4620,1958,2584,1442,1.5,6,3,2,0,1,0,None
5541,356,4478,3430,1940,2438,1612,2,7,4,1,1,1,1,None
5542,734.5,9240,6699,1935,4127,2663,2,9,4,2,1,1,0,Recent
5543,387,4868,7808,1939,2368,1380,2,7,3,1,1,1,1,Old
5544,355.5,4472,6407,1925,2008,1152,2,6,3,1,0,1,1,None
5545,546.6,6876,8400,1895,4411,2190,2,7,4,1,1,1,1,Old
5546,309.1,3888,5625,1950,2084,1000,1,5,2,1,0,1,1,None
5547,449.7,5657,9506,1920,3995,2130,2,10,5,1,0,1,1,None
5548,332.8,4186,5000,1953,2562,1145,1,6,3,2,0,1,1,None
5549,408.3,5136,7000,1925,2676,1518,2,7,3,1,1,1,1,None
5550,292.4,3678,4265,1925,1980,950,1,5,2,1,0,1,1,None
5551,351.6,4423,6345,1941,1926,1128,2,6,3,1,0,1,1,None
5552,588.6,7404,8547,1920,4238,2514,2,9,5,2,1,1,1,Recent
5553,490.6,6171,4362,1955,3631,1847,1.5,7,4,2,0,1,1,Recent
5554,367.1,4618,3371,1939,2676,1523,2,9,3,1,1,1,1,Recent
5555,401.3,5048,6075,1940,2468,1400,2,6,3,1,1,1,1,None
5556,369.7,4650,7404,1968,2356,1132,1,7,3,1,1,1,1,None
5557,463.4,5829,6555,1965,2642,1718,2,8,4,2,0,1,1,Recent
5558,403.9,5081,3430,1940,2606,1612,2,7,3,1,0,1,1,None
5559,383.5,4824,5500,1913,2853,1706,2,7,4,1,0,1,0,Recent
5560,395.2,4971,5000,1912,2677,1608,2,7,3,1,1,1,1,Recent
5561,450.1,5662,5400,1931,3512,2013,2,7,4,2,1,1,1,Old
5562,424.8,5343,6500,1920,4151,1777,1,6,3,1,1,1,1,None
5563,399.2,5021,5137,1920,2758,2002,2,8,4,2,1,1,1,Old
5564,377.9,4753,5000,1936,2753,1804,2,8,3,1,1,1,1,None
5565,351.9,4426,6278,1965,2804,1260,1,6,2,1,1,1,1,None
5566,279.3,3513,4111,1958,2346,1053,1,5,1,1,0,1,1,None
5567,394.6,4964,7000,1925,2247,1344,2,6,3,1,0,1,1,None
5568,475.1,5976,20181,1900,3467,2179,2,7,3,1,0,1,0,None
5569,478.5,6019,5000,1953,3072,1980,2,8,4,2,0,1,1,Recent
5570,382.5,4811,4500,1924,2704,1776,2,8,3,1,1,1,1,None
5571,428.2,5386,3430,1938,3154,1882,2,7,4,2,0,1,1,None
5572,1217.8,15319,46411,1940,7144,4037,2,8,5,3,1,1,3,None
5573,390.1,4907,6800,1952,2736,1242,1,8,3,1,1,1,1,Recent
5574,553.9,6968,12600,1915,3961,2309,2,9,6,1,0,1,1,None
5575,413,5195,7316,1908,4340,1948,1,7,4,1,1,1,1,None
5576,390.8,4916,6250,1910,3319,1947,2,7,3,1,1,1,0,None
5577,389.2,4896,5064,1925,2270,1459,2,6,3,1,1,1,1,None
5578,394.9,4967,5443,1928,2450,1540,2,6,3,1,0,1,1,None
5579,430.6,5416,6894,1965,2771,2187,1,11,3,2,0,2,2,None
5580,463.7,5833,6057,1967,2356,1581,2,7,4,1,1,1,1,None
5581,411.6,5177,6620,1940,2678,1405,2,8,3,1,1,1,2,None
5582,593.7,7468,4926,1940,3922,2846,2.5,10,5,2,1,1,1,None
5583,520.9,6552,8297,1880,3716,2344,2,7,4,1,0,1,1,None
5584,353.3,4444,6297,1940,2036,1291,2,7,3,2,0,1,1,None
5585,386,4855,4725,1941,2362,1312,2,7,3,1,0,1,1,None
5586,445.8,5608,7803,1928,3096,1952,2,7,3,1,1,1,1,None
5587,627,7887,6250,2007,5026,2845,2.5,7,4,3,1,1,1,None
5588,632.9,7961,9973,1937,3716,2160,2,9,3,2,1,1,1,Old
5589,330.1,4152,4200,1955,2716,998,1,5,2,1,0,1,1,None
5590,575.8,7243,6238,1939,4122,3078,2,8,3,2,1,1,0,Old
5591,421.5,5302,6641,1935,2475,1538,2,7,3,1,1,1,1,Recent
5592,353.1,4442,4995,1931,2796,1277,1,6,3,1,0,1,0,None
5593,358.2,4506,6500,1925,3776,1624,1,7,3,1,0,1,1,None
5594,447.6,5630,11000,1923,2561,1584,2,7,3,1,2,1,1,None
5595,511.7,6437,7190,1938,3577,1688,1.5,11,4,2,0,1,1,None
5596,695.6,8750,5805,1987,5442,3667,2.5,10,5,3,0,1,1,None
5597,378.2,4757,5359,1959,2338,1484,2,6,3,1,1,1,1,None
5598,399.1,5020,5476,1940,2850,1712,2,6,3,1,0,1,1,None
5599,506.5,6371,6613,1930,3813,2063,2,8,4,3,0,1,1,None
5600,501.1,6303,6844,1965,3202,2296,1,6,3,1,1,1,1,Old
5601,423.2,5323,6675,1968,2279,1519,2,7,3,1,1,1,1,None
5602,284.1,3573,4322,1940,2232,1042,1,6,3,1,0,1,1,None
5603,577.5,7264,13580,1880,4978,3249,2.5,8,5,2,1,1,3,None
5604,742.4,9339,12600,1884,6224,3298,2,11,7,2,1,1,2,Recent
5605,506.9,6376,6198,1935,2776,1688,2,7,3,2,0,1,1,None
5606,376.7,4738,7159,1952,2601,1114,1,7,3,1,1,1,1,Recent
5607,336.8,4236,5775,1930,1992,1152,2,5,3,1,0,1,1,None
5608,429.6,5404,3975,1930,3121,1884,2,7,3,1,1,1,1,Recent
5609,393.6,4951,6015,1920,2748,1694,2,7,4,1,1,1,1,None
5610,759.6,9555,13300,1910,6249,3682,2,10,4,2,1,1,1,None
5611,447.5,5629,5000,1925,3148,1877,2,8,3,2,0,1,0,None
5612,355.6,4473,4916,1960,2244,1380,2,7,3,1,1,1,1,None
5613,483,6076,7516,1901,5125,2768,2,11,4,1,1,1,2,Recent
5614,515.6,6486,5500,1920,5499,2912,2.5,9,5,1,1,1,1,None
5615,251,3157,6742,1925,2736,1238,1,7,4,1,0,1,0,None
5616,482.7,6072,6250,1904,3337,2045,2.5,8,4,2,1,1,0,Recent
5617,481.1,6052,5834,1930,3810,2016,2,9,5,2,0,1,1,Recent
5618,468,5887,5510,1933,2596,1594,2,6,3,2,1,1,1,Recent
5619,351.7,4424,5242,1959,2612,1485,2,6,3,1,1,1,1,None
5620,390.8,4916,5781,1910,2815,1607,2,7,3,1,0,1,1,None
5621,431.5,5428,7588,1930,2740,1734,2,6,3,1,1,1,1,None
5622,515.8,6488,7254,1938,2778,1871,2,8,3,1,1,1,1,None
5623,472.8,5947,5134,1925,3683,1807,2,8,4,2,0,1,1,None
5624,562.9,7081,7033,1975,3512,2300,2,8,4,2,1,1,2,None
5625,433,5447,5949,1954,3148,1944,1,7,2,2,0,1,2,None
5626,631.6,7945,9966,1929,4049,2344,2,9,3,1,1,1,1,None
5627,340,4277,6800,1968,2477,1198,1,7,4,2,0,1,1,None
5628,529.4,6659,6783,1930,3071,1728,2,7,3,1,1,1,1,None
5629,372.7,4688,5500,1926,2650,1544,2,7,3,1,0,1,1,None
5630,347.7,4374,4842,1930,2150,1303,2,6,2,1,0,1,1,None
5631,360.7,4537,5775,1940,2456,1354,2,7,3,1,1,1,1,None
5632,458.5,5767,5299,1940,3186,1813,2,8,5,1,1,1,1,None
5633,445.9,5609,5500,1920,3890,2110,2,9,4,1,2,1,1,None
5634,378,4755,6650,1950,2496,1075,1,6,3,1,0,1,1,None
5635,446,5610,5500,1910,4058,2108,2,8,4,1,1,1,0,None
5636,587,7384,8400,1880,5493,3209,2,12,4,1,1,1,1,None
5637,483.7,6084,9840,1949,4214,2106,1.5,7,4,2,0,1,2,None
5638,481,6050,7373,1951,3220,1761,1.5,6,4,2,0,1,1,None
5639,368.3,4633,5221,1957,2958,1828,2,7,3,1,1,1,1,None
5640,390.4,4911,3277,1965,2054,1325,2,6,3,1,1,1,1,None
5641,627.8,7897,7063,1940,5157,3063,2,9,5,2,1,1,1,Recent
5642,697,8768,6322,1886,4568,2851,2.5,9,5,2,2,1,3,Recent
5643,453.9,5710,6942,1930,2226,2025,2,6,2,2,1,1,1,Recent
5644,613.8,7721,8025,1920,4031,2884,2,8,3,2,1,1,1,Recent
5645,340.3,4280,6000,1950,2023,888,1,5,2,1,0,1,1,None
5646,435.9,5483,6647,1960,3302,1880,2,9,4,1,1,1,0,None
5647,590.3,7425,7500,1920,4110,2331,2,8,3,2,1,1,1,Recent
5648,376.2,4732,6097,1926,2768,1756,2,8,4,1,1,1,1,None
5649,512.3,6444,13654,1930,3319,1939,2,8,3,1,1,1,1,Old
5650,506.7,6374,7037,1920,4964,2829,2,9,5,1,1,1,0,Recent
5651,390.9,4917,6800,1968,2514,1961,1,8,4,1,1,1,2,None
5652,345,4340,3224,1963,2213,1274,2,6,3,1,1,1,1,None
5653,428,5384,5500,1926,2619,1599,2,8,4,2,0,1,1,Old
5654,307.9,3873,5099,1925,1917,862,1,5,2,1,0,1,0,None
5655,455.2,5726,6250,1930,4804,2678,2,9,4,2,0,1,1,None
5656,388,4881,7218,1950,2690,1395,2,7,3,1,1,1,1,None
5657,430.4,5414,6013,1934,3791,2007,2,7,4,1,1,1,1,None
5658,791.6,9958,7629,1890,6321,3521,2,12,6,4,1,1,2,Recent
5659,341.8,4299,3810,1927,2026,1248,2,6,3,1,0,1,1,None
5660,498.6,6272,12241,1940,2432,1470,2,7,4,1,1,1,1,None
5661,372.9,4691,5202,1925,2386,1516,2,8,4,1,1,1,1,None
5662,512.6,6448,8400,1884,5106,2645,2,12,4,2,1,1,0,None
5663,441.4,5552,5388,1965,2850,1643,2,7,4,2,1,1,2,None
5664,409.5,5151,5397,1965,2455,1530,2,6,3,1,1,1,2,Recent
5665,381.6,4800,5500,1920,2775,1598,2,7,4,1,1,1,0,None
5666,351.1,4416,4640,1956,2208,1378,2,7,3,1,0,1,1,None
5667,419.2,5273,5590,1910,3597,2151,2,8,3,1,1,1,1,None
5668,405.1,5096,6050,1935,2802,1698,2,9,4,1,1,1,1,Recent
5669,635.9,7999,8468,1929,5646,3183,2,8,4,2,2,1,1,None
5670,363.1,4567,6464,1950,2218,925,1,6,3,1,1,1,1,None
5671,549.4,6911,6566,1938,4169,2674,2,9,5,2,2,1,1,None
5672,509.5,6409,6888,1920,4457,2473,2,10,6,2,1,1,1,Old
5673,459.7,5783,6250,1990,2844,1740,2,10,4,1,2,1,1,None
5674,375.2,4720,5500,1930,2684,1600,2,7,2,2,0,1,1,None
5675,371.8,4677,6528,1937,3053,1247,1,6,2,1,0,1,0,None
5676,483.4,6081,6645,1968,2620,2329,1,9,3,2,0,1,1,Recent
5677,371.6,4674,5775,1940,2392,1298,2,6,3,1,0,1,1,None
5678,301.4,3791,3808,1925,2036,1248,2,6,3,1,0,1,0,None
5679,643.1,8090,12600,1880,5623,3040,2,10,6,1,1,1,0,None
5680,588,7397,6876,1931,4092,2527,2.5,7,3,2,1,1,1,Old
5681,571.3,7186,7981,1886,4580,2480,2,11,6,2,1,1,1,None
5682,351.6,4423,6296,1946,2426,1224,1.5,7,3,1,1,1,1,None
5683,434.3,5463,7089,1950,2929,1488,1.5,9,3,2,0,1,0,Recent
5684,554.3,6973,8434,1934,3536,2080,2,8,3,1,1,1,1,None
5685,375.9,4728,5830,1930,2623,1440,2,6,3,1,1,1,1,None
5686,452,5686,5500,1915,4504,2627,2,8,4,1,0,1,1,None
5687,637.5,8019,9775,1960,5687,3184,2,7,3,2,1,1,2,None
5688,408.4,5137,7218,1950,2421,1400,2,7,3,1,1,1,0,None
5689,428,5384,4675,1929,2767,1778,2,7,3,1,0,1,1,None
5690,403.2,5072,6079,1940,2652,1664,2,7,3,1,1,1,1,Recent
5691,425.3,5350,6912,1955,2595,1606,2,7,3,2,1,1,1,None
5692,519.8,6539,6145,1948,3008,1774,1.5,8,3,1,1,1,1,Recent
5693,669.9,8427,8207,2011,4322,2843,2,8,4,2,2,1,1,None
5694,389.1,4894,6483,1938,2642,1562,2,7,3,1,1,1,1,None
5695,406.8,5117,5795,1961,2928,1844,2,7,4,1,1,1,2,None
5696,453.4,5703,7571,1925,2820,1950,2,7,3,2,0,1,1,Recent
5697,370.1,4655,6100,1965,2430,1590,2,7,4,1,1,1,1,None
5698,475.7,5984,5800,1890,3736,2184,2,11,4,2,1,1,0,None
5699,362.4,4558,4317,1920,2264,1440,2,7,3,1,0,1,1,Old
5700,322.1,4052,4400,1910,2995,1365,1,5,2,1,0,1,0,None
5701,415.7,5229,5775,1940,3016,1650,2,8,3,1,1,1,1,None
5702,312.5,3931,5742,1950,2990,1558,1.5,6,4,1,1,1,0,None
5703,621.1,7813,11198,1925,5253,2921,2,10,4,2,1,1,2,Recent
5704,445.4,5603,5908,1930,3218,1889,2,8,4,1,1,1,1,Old
5705,448.1,5637,8290,1925,3116,1792,2,7,3,1,1,1,1,None
5706,371.1,4668,5500,1940,2056,1070,1.5,6,3,1,0,1,1,None
5707,386.2,4858,6116,1938,2496,1530,2,7,3,1,1,1,1,None
5708,494.4,6219,6954,1925,3911,2138,2.5,11,6,2,1,1,1,None
5709,412.4,5187,6968,1935,2778,1894,2,8,3,1,0,1,1,None
5710,475.5,5981,5065,1950,2840,1696,2,8,4,1,1,1,1,None
5711,602.2,7575,12600,1890,4564,2457,2,9,6,1,1,1,0,Old
5712,426,5359,7218,1950,2800,1456,1,6,3,1,1,1,1,Recent
5713,383.1,4819,6180,1941,2601,1500,2,6,3,1,1,1,1,None
5714,507.1,6379,6942,1920,4591,2913,2,7,4,1,1,1,1,Recent
5715,649.2,8166,12526,1927,4751,2365,2,8,4,2,1,1,1,None
5716,447.1,5624,7759,1955,4099,2145,1.5,8,4,2,1,1,0,Old
5717,466.4,5867,7970,1925,4209,2345,2,10,4,2,0,1,0,None
5718,307.2,3864,4400,1959,2520,1123,1,6,3,1,0,1,1,None
5719,371.9,4678,6145,1949,2328,1306,1.5,7,4,2,0,1,1,None
5720,532.1,6693,6424,1935,3566,2438,2.5,8,4,2,1,1,1,Recent
5721,546.5,6874,8250,1915,3834,2468,2,9,3,1,1,1,1,None
5722,385.7,4852,6152,1930,2368,1544,2,7,3,1,0,1,1,None
5723,477.3,6004,6694,1935,3822,2265,2,8,4,1,1,1,1,None
5724,461.2,5801,6171,1945,2984,1588,2,7,3,1,1,1,1,Recent
5725,408.2,5135,6300,1965,2408,1608,2,7,3,1,1,1,1,Recent
5726,331,4163,3702,1920,2583,1620,2,7,3,1,1,1,0,None
5727,392.8,4941,6390,1950,2638,1627,2,8,4,1,1,1,1,None
5728,331.9,4175,6381,1950,1828,1125,1,5,2,1,0,1,1,None
5729,541.7,6814,9885,1947,4726,2295,1.5,6,3,2,1,1,1,None
5730,395.7,4977,4673,1930,2265,1350,2,6,3,1,0,1,1,Recent
5731,390.6,4913,6978,1925,2621,1598,2,7,4,1,1,1,0,None
5732,420.2,5286,7036,1929,3267,1793,2,9,4,1,1,1,0,None
5733,404.7,5091,6250,1930,3299,1802,2,7,3,1,0,1,0,Recent
5734,366.2,4606,5403,1920,2103,1352,2,6,3,1,0,1,1,None
5735,424.9,5345,6448,1920,2430,1452,2,7,3,1,1,1,1,Recent
5736,311.3,3916,4500,1958,2496,1123,1,6,3,1,0,1,1,None
5737,332.6,4184,7681,1948,1108,1033,1,5,2,1,0,1,0,None
5738,408.8,5142,7218,1940,2946,1428,1.5,6,2,1,1,1,1,Recent
5739,382.7,4814,5198,1920,2538,1627,2,8,4,1,1,1,1,None
5740,666.4,8383,12137,1915,5600,3462,2.5,11,6,2,0,1,1,Recent
5741,426.4,5364,9236,1930,2916,1680,2,7,4,1,1,1,1,None
5742,314.1,3951,6000,1950,1527,672,1,5,2,1,0,1,1,None
5743,419.5,5277,6145,1930,2640,1592,2,7,4,1,1,1,2,None
5744,394.2,4959,6420,1935,2894,1816,2,7,3,1,1,1,1,None
5745,258.1,3246,6308,1946,2102,1011,1,5,2,1,0,1,1,None
5746,385.8,4853,4502,1946,2880,1568,2,7,3,1,1,1,1,None
5747,405,5094,6193,1938,3153,1650,2,7,3,1,0,1,1,None
5748,465.4,5854,6378,1938,2904,1600,2,9,3,1,1,1,1,Old
5749,409.3,5148,6145,1955,3354,1822,1.5,6,3,2,0,1,0,None
5750,373.6,4699,6074,1950,2166,1224,2,6,3,1,1,1,1,None
5751,457.4,5754,6250,1935,3590,1914,1.5,6,3,2,0,1,1,Recent
5752,437.1,5498,5835,1940,2916,1680,2,6,2,1,1,1,1,None
5753,557.7,7015,8040,1945,3248,1602,1,9,3,1,1,1,1,None
5754,393,4943,11189,1950,2396,910,1,5,2,1,1,1,1,None
5755,434.1,5460,8378,1920,2966,1869,2,8,4,1,1,1,1,Old
5756,437.1,5498,8388,1930,2783,1736,2,7,3,1,1,1,1,None
5757,455.4,5728,7286,1935,2651,1560,2,8,3,2,0,1,1,None
5758,377,4742,7486,1960,2555,1064,1,5,2,1,0,1,1,None
5759,512.4,6445,6992,1920,3540,1981,2,8,4,1,1,1,1,Recent
5760,410.8,5167,4600,1961,2508,1560,2,6,3,1,1,1,2,None
5761,363,4566,4292,1951,2626,1488,1.5,6,3,1,1,1,1,None
5762,464,5837,8250,1920,3412,2160,2,10,4,1,1,1,0,None
5763,735.4,9251,20467,1965,4800,3261,2,9,4,2,1,1,1,Old
5764,407.5,5126,6179,1925,3222,1920,2,8,4,1,0,1,1,None
5765,339,4264,4344,1930,2008,1248,2,6,3,1,1,1,1,None
5766,335.9,4225,4074,1933,1852,1186,2,6,3,1,1,1,0,None
5767,393.2,4946,5750,1916,2903,1780,2,8,4,1,1,1,0,None
5768,594.3,7476,10788,1930,3858,2491,2,8,3,3,0,1,1,None
5769,355.1,4467,6000,1940,2329,1344,2,6,3,1,0,1,1,None
5770,374.3,4708,6145,1942,2470,1224,1.5,5,2,1,1,1,1,None
5771,380.8,4790,6242,1920,2775,1420,1.5,7,4,1,1,1,1,None
5772,352,4428,2700,1929,2352,1476,2,6,4,1,1,1,1,None
5773,381.4,4798,5236,1945,3715,1862,2,6,2,1,1,1,1,None
5774,377.3,4746,6145,1950,3244,1142,1,6,3,2,0,1,0,None
5775,415.4,5225,4317,1909,3126,1789,2,8,4,1,1,1,0,None
5776,496.2,6242,5000,1928,2996,1848,2,7,3,1,1,1,1,None
5777,499.3,6281,6623,1950,3885,1998,1.5,8,3,2,1,1,2,None
5778,393.7,4952,6333,1938,2840,1632,2,6,3,1,1,1,1,None
5779,335.7,4223,4850,1932,2630,1218,1,6,2,1,0,1,1,Old
5780,376,4730,6987,1925,2458,1543,2,7,3,1,0,1,1,Recent
5781,379.9,4779,5254,1950,2852,1306,1.5,7,4,1,1,1,1,None
5782,454.1,5712,6597,1938,2868,1616,2,7,3,1,1,1,1,None
5783,328.5,4132,6898,1950,2198,912,1,6,1,1,0,1,1,None
5784,339.9,4275,7291,1950,2824,1142,1,6,3,1,0,1,1,None
5785,478.4,6018,5631,1940,3376,1740,1.5,7,3,2,1,1,1,Recent
5786,399.8,5029,5000,1915,2747,1723,2,6,3,1,0,1,0,Recent
5787,377.5,4748,5000,1920,4441,1992,1,7,3,1,0,1,1,None
5788,327.2,4116,4600,1961,1892,1176,2,6,3,1,1,1,1,None
5789,511.8,6438,7115,1957,3513,1955,1,7,3,3,0,1,1,Recent
5790,352.8,4438,5390,1934,2602,1680,2,6,3,1,0,1,0,None
5791,342.1,4303,6157,1950,2218,1064,1,5,3,1,1,1,1,Old
5792,439.3,5526,6290,1935,2421,1500,2,9,4,2,0,1,1,None
5793,380.4,4785,9194,1955,2920,1200,1,6,3,1,1,1,1,None
5794,344.6,4335,6748,1950,2496,1414,1.5,6,2,1,1,1,2,None
5795,382.6,4813,6145,1935,2268,1290,2,6,3,1,1,1,1,None
5796,424.7,5342,5000,1928,3512,1625,1,6,3,2,1,1,1,None
5797,407,5120,6287,1925,3370,1968,2,8,4,2,0,1,1,None
5798,386.2,4858,4182,1910,2891,1651,2,7,6,1,1,1,0,Recent
5799,527.9,6640,6317,1936,4536,2466,2,10,3,2,0,1,3,None
5800,654.7,8236,7096,2001,4348,2464,2,11,4,2,2,1,0,Recent
5801,440.9,5546,4085,1910,2352,1428,2,7,3,2,1,1,0,Old
5802,475.7,5984,6743,1930,3142,1716,2,7,3,1,1,1,1,None
5803,484.4,6093,8480,1930,2204,1438,2,7,3,1,0,1,1,Recent
5804,461.9,5810,7703,1935,2846,1608,2,7,3,1,0,1,1,None
5805,341.6,4297,6992,1930,2158,1232,2,7,3,2,0,1,1,None
5806,350.4,4408,4600,1962,2016,1288,2,7,3,1,1,1,1,None
5807,344.6,4335,7141,1950,2188,1064,1,5,2,1,0,1,0,None
5808,470,5912,6812,1995,3315,1904,2,7,3,2,1,1,1,None
5809,399.1,5020,5000,1930,2639,1576,2,6,3,1,1,1,0,None
5810,471.9,5936,5000,1914,4250,2232,2,9,6,1,0,1,1,None
5811,381,4792,8143,1959,2700,1340,1,6,3,1,1,1,1,None
5812,376.8,4740,4578,1972,2154,1378,2,6,3,1,1,1,2,None
5813,444.3,5589,4739,1886,4256,2349,2,9,5,1,1,1,1,None
5814,351.3,4419,7255,1950,2448,1075,1,6,3,1,0,1,1,None
5815,343,4314,5417,1938,2943,1247,1,6,2,1,0,1,1,None
5816,515.6,6486,5268,1900,4933,2711,2,9,4,1,1,1,1,None
5817,341.6,4297,5500,1920,2088,984,1,5,2,1,0,1,1,None
5818,403.8,5079,5000,1928,2719,1718,2,7,3,1,1,1,0,None
5819,365.7,4600,5000,1928,2362,1181,1,6,2,1,1,1,1,None
5820,447.4,5628,6050,1925,2716,1770,2,8,4,1,1,1,1,None
5821,396.2,4984,6145,1935,2429,1566,2,7,3,1,1,1,1,None
5822,503.7,6336,9947,1940,3233,1926,2,6,3,1,2,1,1,Recent
5823,406.3,5111,7007,1925,2740,1620,2,7,3,1,1,1,1,None
5824,488.7,6147,7352,1920,3445,1958,2,6,3,1,1,1,0,Recent
5825,312.6,3932,6688,1950,1684,744,1,6,2,1,0,1,1,None
5826,373.8,4702,5500,1923,2560,1596,2,7,3,1,0,1,1,None
5827,294.2,3701,5974,1960,2046,846,1,5,2,1,0,1,1,None
5828,390.3,4909,4350,1915,3010,1674,2,7,3,1,1,1,0,Old
5829,428.6,5391,6725,1927,3173,1685,2,7,4,1,0,1,1,None
5830,389.1,4894,4973,1946,2704,1506,1.5,7,2,2,1,1,2,None
5831,438.452,5515,6050,1918,4056,2480,2.5,10,5,1,1,1,0,None
5832,460.3,5790,9315,1955,3486,1539,1,9,4,3,0,1,1,None
