TARGET_B,ID,TARGET_D,GiftCnt36,GiftCntAll,GiftCntCard36,GiftCntCardAll,GiftAvgLast,GiftAvg36,GiftAvgAll,GiftAvgCard36,GiftTimeLast,GiftTimeFirst,PromCnt12,PromCnt36,PromCntAll,PromCntCard12,PromCntCard36,PromCntCardAll,StatusCatStarAll,DemCluster,DemAge,DemMedHomeValue,DemPctVeterans,DemMedIncome,StatusCat96NK_E,StatusCat96NK_F,StatusCat96NK_L,StatusCat96NK_N,StatusCat96NK_S,DemHomeOwner_U,DemGender_M,DemGender_U
0,138647,,8,11,5,6,10.0,10.25,10.18,10.0,17,39,13,35,36,6,17,16,1,46,,71900.0,45,38415.0,0,0,0,0,0,0,1,0
1,138689,25.0,1,4,0,2,25.0,25.0,13.0,,19,75,12,27,41,5,5,15,0,35,,97500.0,29,0.0,0,0,0,0,0,1,0,0
1,138719,4.0,5,12,4,10,5.0,4.4,3.75,4.25,15,76,12,31,46,5,13,19,1,35,,152800.0,26,0.0,0,0,0,0,1,1,1,0
0,138729,,4,18,2,9,10.0,8.0,5.56,8.5,23,87,12,32,63,6,15,24,1,51,,45000.0,14,31838.0,0,0,0,0,1,1,1,0
0,138748,,1,6,0,4,50.0,50.0,28.33,,26,110,10,28,60,5,5,27,0,39,65.0,73600.0,31,46913.0,0,0,0,0,0,0,0,0
1,138758,20.0,3,5,0,1,20.0,17.33,14.8,,19,56,13,34,43,6,6,18,0,40,,61600.0,37,31321.0,0,0,0,0,0,0,0,0
1,136385,5.0,6,16,4,8,3.0,7.83,6.75,6.75,5,92,13,30,45,5,14,15,0,23,73.0,123900.0,78,0.0,0,0,0,0,0,1,1,0
1,138841,10.0,4,4,2,2,10.0,8.75,8.75,10.0,15,32,11,24,23,5,10,9,0,36,,123900.0,49,0.0,0,0,0,0,0,1,0,0
1,138804,10.0,1,9,0,5,25.0,25.0,9.44,,15,110,10,26,67,3,3,24,1,49,,123900.0,33,0.0,1,0,0,0,0,0,0,0
1,138829,25.0,1,10,1,8,20.0,20.0,11.5,20.0,21,115,13,32,66,6,15,30,1,37,61.0,84700.0,45,49306.0,0,0,0,0,0,1,0,0
1,138814,20.0,6,10,5,7,6.0,12.33,9.7,12.8,18,45,9,25,31,4,13,13,1,37,43.0,94000.0,40,49306.0,0,0,0,0,0,0,0,0
1,1034,12.0,7,22,4,8,15.0,13.29,12.32,12.0,18,75,25,46,96,11,22,35,0,23,,141600.0,55,49306.0,0,0,0,0,0,0,1,0
0,138835,,6,11,3,6,9.0,8.67,7.55,6.67,18,96,13,33,52,6,16,23,0,41,67.0,66100.0,0,0.0,0,0,0,0,0,0,1,0
1,557,15.0,11,37,7,16,11.0,11.27,8.86,10.57,4,77,27,46,78,8,18,25,0,48,,78900.0,47,37480.0,0,0,0,0,0,0,0,0
1,13694,10.0,8,22,7,13,10.0,18.0,11.32,17.0,4,81,58,77,107,12,23,31,1,45,,74100.0,42,39238.0,0,0,0,0,0,0,0,1
1,138905,12.0,4,12,3,7,10.0,9.25,6.92,9.0,20,113,12,30,66,6,14,25,1,37,73.0,83500.0,48,38307.0,0,0,0,0,0,0,0,0
0,138924,,0,1,0,0,20.0,0.0,20.0,,23,23,8,8,13,3,3,5,0,53,,61100.0,51,34542.0,0,0,0,1,0,0,0,0
1,138953,15.0,1,4,0,3,20.0,20.0,17.5,,19,91,11,22,48,4,4,18,0,23,,177300.0,59,0.0,0,0,0,0,0,1,0,0
1,138945,23.0,1,2,0,1,17.0,17.0,11.0,,24,37,9,26,25,4,4,10,0,28,68.0,177300.0,57,50597.0,0,0,0,0,0,0,0,0
1,138944,11.0,6,7,3,3,10.0,7.83,7.57,7.33,15,36,12,31,30,6,16,14,0,23,65.0,143600.0,53,50597.0,0,0,0,0,0,1,0,0
0,24144,,1,1,1,1,25.0,25.0,25.0,25.0,24,24,10,20,18,4,8,7,0,26,31.0,145500.0,49,0.0,0,0,0,1,0,1,0,0
0,138966,,1,1,1,1,15.0,15.0,15.0,15.0,21,21,8,15,13,3,6,5,0,0,65.0,126000.0,0,47077.0,0,1,0,0,0,0,1,0
0,139002,,2,20,2,13,12.0,12.0,9.3,12.0,24,100,11,30,69,5,15,27,1,41,82.0,41600.0,40,36356.0,0,0,0,0,0,1,0,0
1,138997,12.0,3,7,1,4,10.0,13.33,9.71,15.0,15,77,11,30,50,5,13,19,0,41,72.0,48000.0,48,36356.0,0,0,0,0,0,0,1,0
0,138991,,1,4,0,0,20.0,20.0,10.75,,15,44,11,30,34,5,5,14,0,41,55.0,48000.0,48,36356.0,0,0,1,0,0,1,0,0
1,188896,40.0,1,1,0,0,25.0,25.0,25.0,,15,17,8,10,10,3,3,4,0,38,65.0,70500.0,33,37250.0,1,0,0,0,0,1,1,0
1,139030,5.0,7,7,5,5,5.0,6.43,6.43,6.0,16,32,12,29,30,6,14,12,1,0,60.0,77800.0,0,38639.0,0,0,0,0,1,0,0,0
1,138999,10.0,6,23,3,8,10.0,10.0,8.43,10.0,17,93,14,35,68,6,17,27,1,41,81.0,62400.0,48,0.0,0,0,0,0,1,0,0,0
1,139062,20.0,3,13,1,5,16.0,15.67,10.31,16.0,24,92,11,33,58,6,17,26,1,0,62.0,59200.0,0,31414.0,0,0,0,0,1,0,0,0
0,139059,,1,6,0,2,20.0,20.0,8.67,,18,88,14,32,51,6,6,21,0,0,53.0,54500.0,0,31414.0,0,0,0,0,0,0,1,0
1,139074,20.0,3,10,2,7,10.0,15.0,12.2,15.0,20,92,13,34,58,6,16,23,0,49,76.0,68400.0,34,0.0,0,0,0,0,0,0,1,0
0,139116,,3,13,2,7,17.0,17.33,13.38,18.5,16,125,14,34,77,6,16,29,1,28,65.0,112500.0,41,33538.0,0,0,0,0,0,0,0,0
1,139107,50.0,2,6,2,3,75.0,87.5,52.0,87.5,18,75,14,34,59,6,16,23,0,41,63.0,83000.0,28,33538.0,0,0,0,0,0,0,0,0
1,139141,25.0,2,2,2,2,16.0,13.0,13.0,13.0,17,24,14,25,23,6,11,9,0,36,39.0,60100.0,39,36349.0,0,0,0,1,0,1,1,0
1,139175,10.0,10,37,8,19,14.0,14.0,11.51,14.13,17,111,14,34,81,6,17,31,1,43,,54200.0,38,0.0,0,0,0,0,1,1,0,0
0,139183,,2,16,1,7,6.0,12.0,6.25,13.0,17,113,13,32,66,6,14,25,1,36,,43500.0,35,32552.0,0,0,0,0,1,0,1,0
1,139180,15.0,6,18,6,12,10.0,10.17,8.22,10.17,23,75,12,32,58,6,17,23,1,52,77.0,35900.0,17,32552.0,0,0,0,0,1,0,0,0
0,139178,,3,5,1,2,10.0,10.67,9.4,10.0,15,44,13,31,34,6,14,14,0,36,,43500.0,35,32552.0,0,0,0,0,0,1,0,0
0,139680,,4,5,2,2,7.0,6.5,6.4,6.0,18,29,12,25,22,6,12,10,0,21,31.0,67000.0,40,36558.0,0,0,0,0,0,0,0,0
0,139220,,2,15,0,8,40.0,30.0,10.33,,18,129,8,21,62,4,4,25,1,43,,55900.0,38,0.0,0,0,0,0,1,1,0,0
1,139224,15.0,11,55,8,24,25.0,25.0,21.35,25.0,17,92,13,32,77,6,17,28,1,52,,27900.0,31,28370.0,0,0,0,0,1,1,0,0
1,139227,5.0,6,20,3,10,20.0,8.0,6.8,6.0,15,113,13,32,72,5,14,28,1,39,,88000.0,38,0.0,0,0,0,0,0,1,0,1
1,139228,43.0,4,7,3,4,31.0,27.75,26.57,26.67,18,44,13,33,40,6,17,17,1,42,57.0,108100.0,37,70893.0,0,0,0,0,0,0,1,0
0,139232,,3,28,2,19,14.0,14.33,11.32,14.5,25,102,12,22,50,5,10,23,1,42,,88200.0,45,67610.0,0,0,0,0,1,0,0,0
1,139282,23.0,2,5,2,4,17.0,17.0,13.0,17.0,18,78,10,27,48,4,11,21,0,13,48.0,120800.0,40,38941.0,0,0,0,0,0,0,1,0
1,139302,25.0,1,3,0,1,25.0,25.0,21.67,,24,73,11,27,46,6,6,18,0,21,57.0,59200.0,27,33830.0,0,0,0,0,0,0,1,0
1,139324,15.0,4,10,3,5,20.0,11.75,10.8,11.67,17,63,13,32,50,6,16,20,1,15,,101700.0,28,39564.0,0,0,0,0,1,0,0,1
1,188841,10.0,3,4,2,2,15.0,16.33,16.0,16.0,5,24,16,27,25,6,11,9,0,24,,84800.0,23,39564.0,0,0,0,1,0,1,0,0
0,4767,,2,34,2,13,100.0,10.0,19.0,10.0,5,126,27,44,106,4,14,31,1,25,,67500.0,20,39564.0,0,0,0,0,1,1,0,0
1,139363,12.0,1,2,1,1,6.0,20.0,13.0,20.0,15,17,13,18,16,4,6,5,0,22,42.0,78200.0,24,31322.0,0,1,0,0,0,0,1,0
0,139420,,2,4,1,2,15.0,13.0,9.0,11.0,15,53,9,25,36,3,9,13,0,28,,60000.0,43,50160.0,1,0,0,0,0,1,0,0
0,139411,,2,3,1,2,15.0,12.5,10.0,15.0,18,41,10,28,28,4,11,11,0,14,38.0,144200.0,36,0.0,0,0,0,0,0,1,0,0
1,3252,20.0,1,10,1,5,10.0,16.0,10.8,16.0,10,79,27,47,69,6,15,23,1,18,82.0,87800.0,41,50160.0,0,0,0,0,0,0,0,0
1,139500,20.0,1,15,0,10,12.0,12.0,8.27,,26,129,5,16,48,2,2,17,1,7,81.0,80500.0,32,49243.0,0,0,0,0,0,0,0,0
1,139463,9.0,5,5,1,1,10.0,6.8,6.8,10.0,15,30,13,25,23,6,10,8,0,6,48.0,69000.0,38,49243.0,0,0,0,0,0,0,0,0
0,139461,,5,5,3,3,15.0,10.4,10.4,8.33,19,33,12,29,28,6,14,12,1,7,61.0,80500.0,32,49243.0,0,0,0,0,1,0,0,0
0,139456,,3,4,3,3,10.0,13.33,11.75,13.33,17,39,12,30,31,6,15,14,0,5,,74300.0,39,0.0,0,0,0,0,0,1,0,1
1,139563,8.0,5,18,3,11,8.0,8.8,7.39,9.0,15,81,11,32,62,6,17,25,1,11,,164700.0,40,66452.0,0,0,0,0,1,0,1,0
0,139522,,3,3,1,1,20.0,12.0,12.0,5.0,18,29,13,26,25,5,11,10,0,2,,114800.0,47,0.0,0,0,0,0,0,1,0,1
1,132031,23.0,4,7,3,4,15.0,14.25,11.0,14.0,15,43,13,33,38,6,16,16,1,45,74.0,134500.0,38,66452.0,0,0,0,0,1,1,1,0
0,139697,,1,1,1,1,20.0,20.0,20.0,20.0,17,17,10,15,13,4,6,5,0,13,,95400.0,53,0.0,0,1,0,0,0,1,0,0
1,139628,20.0,4,25,3,15,25.0,21.25,17.16,20.0,19,123,13,33,84,6,17,32,1,5,59.0,69100.0,40,48511.0,0,0,0,0,1,0,1,0
1,139512,20.0,1,1,1,1,20.0,20.0,20.0,20.0,17,17,10,15,14,4,6,5,0,11,,82800.0,34,48511.0,0,1,0,0,0,1,1,0
0,147930,,2,6,1,3,6.0,8.0,6.5,10.0,18,78,11,23,42,5,9,15,0,11,77.0,125000.0,27,56736.0,0,0,0,0,0,0,0,0
1,139664,16.0,1,17,1,5,10.0,10.0,14.59,10.0,17,64,12,32,58,5,14,21,1,12,53.0,95200.0,36,58689.0,0,0,0,0,0,0,0,0
1,139663,5.0,5,12,3,8,13.0,11.4,8.92,12.0,16,65,7,28,50,4,14,19,1,11,,100800.0,24,58689.0,0,0,0,0,1,0,0,0
1,3118,10.0,1,3,1,1,15.0,20.0,13.67,20.0,16,21,24,31,31,4,7,8,0,12,35.0,87100.0,26,58689.0,0,0,0,1,0,0,0,0
1,139693,14.0,2,5,2,5,8.0,14.0,8.4,14.0,16,52,15,31,39,6,12,14,1,14,,159000.0,51,0.0,0,0,0,0,1,1,0,0
1,139626,10.0,8,28,3,13,12.0,10.63,10.21,10.0,18,123,15,37,79,6,17,33,1,3,73.0,159000.0,51,101894.0,0,0,0,0,1,1,1,0
0,139730,,3,11,3,7,12.0,12.0,8.45,12.0,20,88,8,23,51,4,11,19,1,13,63.0,162600.0,53,42091.0,0,0,0,0,0,0,0,0
1,67,5.0,8,20,4,8,5.0,5.0,5.05,5.0,9,91,24,44,89,9,18,33,1,28,79.0,100400.0,44,42091.0,0,0,0,0,0,0,0,0
0,139778,,3,12,0,6,11.0,10.33,6.5,,18,93,13,33,64,6,6,23,1,39,30.0,55400.0,47,52089.0,0,0,0,0,1,0,1,0
1,139799,25.0,1,1,1,1,25.0,25.0,25.0,25.0,16,16,12,17,14,5,7,6,0,34,44.0,98700.0,29,37477.0,0,1,0,0,0,0,0,0
1,139857,5.0,4,11,1,3,9.0,10.05,7.2,10.0,20,63,6,23,29,3,12,12,0,36,80.0,48100.0,28,0.0,0,0,0,0,0,1,0,0
0,139850,,12,18,7,8,4.0,5.0,4.44,5.14,18,44,12,31,38,6,17,17,1,35,55.0,72900.0,32,38509.0,0,0,0,0,1,0,0,0
0,139849,,13,21,7,9,14.0,12.69,10.62,13.0,18,45,13,33,41,6,17,17,1,40,,60700.0,31,38509.0,0,0,0,0,1,0,0,0
0,9553,,1,6,0,2,15.0,15.0,11.5,,26,103,12,28,68,4,4,22,0,41,72.0,47800.0,35,38509.0,0,0,0,0,0,1,1,0
1,139887,20.0,3,6,1,2,18.0,17.0,11.67,18.0,17,57,13,32,45,6,14,17,1,49,,67000.0,30,0.0,0,0,0,0,0,1,0,0
0,139897,,1,1,1,1,15.0,15.0,15.0,15.0,19,19,10,17,15,4,7,6,0,49,39.0,66100.0,29,49408.0,0,1,0,0,0,0,1,0
1,140027,25.0,4,11,3,7,15.0,20.25,17.09,22.0,20,110,15,36,70,6,17,30,0,38,,130400.0,40,50221.0,0,0,0,0,0,1,0,0
1,139926,20.0,3,3,2,2,20.0,17.67,17.67,16.5,17,29,12,26,24,6,13,11,0,34,,205600.0,26,50221.0,0,0,0,0,0,0,0,0
0,139924,,1,1,1,1,20.0,20.0,20.0,20.0,21,21,8,15,13,3,6,5,0,22,39.0,111000.0,36,50221.0,0,0,0,1,0,1,0,0
1,675,15.0,2,23,1,13,15.0,13.5,8.92,15.0,21,100,17,37,87,7,16,32,1,34,82.0,171400.0,29,50221.0,0,0,0,0,1,0,0,0
0,139965,,2,3,1,2,15.0,12.0,9.67,15.0,24,44,9,25,29,4,10,11,0,42,43.0,155100.0,31,0.0,0,0,0,0,0,0,0,0
0,139974,,2,6,2,4,20.0,18.0,12.17,18.0,21,65,13,32,51,6,15,19,0,42,49.0,137500.0,35,0.0,0,0,0,0,0,0,0,0
1,140012,22.0,3,7,2,4,25.0,21.67,16.71,22.5,16,92,14,31,52,5,12,20,0,34,55.0,124700.0,31,51062.0,1,0,0,0,0,0,0,0
0,139999,,2,3,1,2,20.0,15.0,11.67,20.0,21,41,12,30,34,6,14,13,0,27,32.0,80800.0,36,0.0,0,0,0,0,0,1,0,0
0,33444,,2,3,0,0,20.0,20.0,15.0,,19,40,12,31,31,6,6,13,0,35,,124700.0,27,0.0,0,0,0,0,0,1,1,0
1,140049,20.0,4,7,3,4,10.0,13.5,9.86,15.0,15,41,14,32,33,6,15,14,0,46,52.0,62900.0,32,25833.0,0,0,0,0,0,1,0,0
0,140119,,2,7,1,3,25.0,22.5,19.57,25.0,22,76,13,33,59,6,16,23,1,36,71.0,79100.0,31,33500.0,0,0,0,0,0,0,0,0
1,140135,20.0,2,11,2,9,20.0,18.0,14.82,18.0,18,110,13,35,71,6,17,30,1,49,58.0,50600.0,25,31063.0,0,0,0,0,0,0,0,0
0,140130,,2,7,2,4,20.0,20.0,14.71,20.0,26,76,10,29,54,5,15,22,0,38,,39400.0,37,0.0,0,0,0,0,0,1,1,0
0,127740,,2,16,0,8,12.0,12.0,7.94,,18,79,13,31,59,6,6,22,1,49,55.0,20100.0,20,26964.0,0,0,0,0,1,0,0,0
1,140141,14.0,10,30,5,12,14.0,12.7,12.8,13.2,17,86,14,36,69,6,17,26,1,46,53.0,61900.0,39,0.0,0,0,0,0,1,1,0,0
1,140171,15.0,2,20,1,11,10.0,12.5,9.5,10.0,24,130,7,22,58,3,10,23,1,40,74.0,65900.0,23,31439.0,0,0,0,0,0,0,1,0
1,140169,15.0,1,6,0,4,15.0,15.0,7.0,,21,66,11,27,44,5,5,17,1,36,,59700.0,26,31439.0,0,0,0,0,0,0,1,0
0,9165,,0,4,0,1,25.0,0.0,23.75,,26,56,26,26,60,5,5,16,0,37,65.0,31000.0,48,28765.0,0,0,0,0,0,0,0,0
0,140197,,3,11,3,9,15.0,11.0,6.0,11.0,20,116,13,32,63,6,14,26,1,48,49.0,73700.0,44,27727.0,0,0,0,0,1,0,0,0
0,140217,,4,12,0,3,7.0,5.75,5.83,,17,77,12,31,53,5,5,22,1,27,65.0,56200.0,43,29444.0,0,0,0,0,1,0,0,0
1,186212,7.0,3,34,3,17,5.0,9.67,8.59,9.67,10,123,20,40,87,7,18,34,1,24,87.0,58900.0,44,29444.0,0,0,0,0,1,0,1,0
1,190552,7.0,2,12,1,5,10.0,12.0,10.08,13.0,7,80,13,25,52,5,12,20,1,0,62.0,108200.0,0,56463.0,0,0,0,0,1,1,1,0
1,140274,15.0,2,2,1,1,20.0,15.0,15.0,20.0,16,20,13,20,19,6,9,7,0,0,50.0,81900.0,0,56463.0,0,0,0,1,0,0,0,0
1,140294,15.0,3,6,1,2,15.0,12.33,9.67,11.0,19,75,11,28,40,5,13,17,0,0,,69700.0,0,0.0,0,0,0,0,0,1,0,1
1,140347,10.0,4,20,3,14,10.0,8.75,8.0,8.33,16,128,14,32,71,6,14,29,1,27,,91100.0,25,0.0,0,0,0,0,1,1,1,0
1,140377,15.0,2,13,1,7,14.0,12.0,10.62,10.0,26,131,9,30,63,4,14,29,1,40,59.0,65700.0,34,0.0,0,0,0,0,0,1,0,0
0,140391,,1,1,1,1,20.0,20.0,20.0,20.0,17,17,10,14,12,4,6,5,0,41,46.0,31200.0,24,33899.0,0,1,0,0,0,0,1,0
1,140429,25.0,3,18,1,6,6.0,24.0,21.72,12.0,15,75,14,35,64,6,17,25,1,41,,0.0,0,0.0,0,0,0,0,1,1,1,0
1,140457,10.0,4,25,2,15,10.0,10.0,6.04,7.5,18,130,12,33,77,5,15,33,1,40,73.0,57600.0,40,31878.0,0,0,0,0,0,0,1,0
1,140456,10.0,3,17,3,15,10.0,10.0,6.35,10.0,15,126,12,31,70,5,13,29,1,45,87.0,31100.0,22,31878.0,0,0,0,0,1,1,0,0
0,140445,,4,6,2,3,29.0,28.0,25.33,28.0,18,45,13,33,39,6,17,17,0,36,52.0,33500.0,13,0.0,0,0,0,0,0,1,0,0
1,140481,20.0,2,8,2,4,20.0,15.0,8.75,15.0,24,75,11,31,51,6,15,18,0,41,45.0,63600.0,30,32823.0,0,0,0,0,0,0,0,0
0,140529,,4,26,1,14,3.0,6.0,5.38,8.0,19,127,9,23,59,4,10,25,1,37,78.0,44800.0,21,37816.0,0,0,0,0,1,0,1,0
0,140537,,3,10,2,4,10.0,10.67,8.6,10.0,18,76,13,34,57,6,16,21,0,43,69.0,36100.0,21,31587.0,0,0,0,0,0,1,1,0
0,140561,,2,19,1,7,20.0,35.18,15.76,20.0,18,74,13,35,61,6,17,24,1,41,39.0,28800.0,24,32826.0,0,0,0,0,0,0,1,0
0,140577,,2,2,1,1,30.0,25.0,25.0,20.0,18,31,13,28,24,6,13,11,0,44,45.0,0.0,29,0.0,0,0,0,0,0,1,1,0
1,140547,20.0,1,1,1,1,20.0,20.0,20.0,20.0,17,17,10,15,13,4,6,5,0,49,,54400.0,27,0.0,0,1,0,0,0,1,1,0
1,140642,5.0,8,35,3,16,5.0,5.0,5.0,5.0,19,126,13,34,78,6,16,33,1,39,70.0,74000.0,37,36415.0,0,0,0,0,1,0,0,0
1,140632,20.0,2,5,0,2,16.0,13.0,14.2,,15,81,12,26,44,5,5,19,0,40,68.0,56000.0,59,0.0,0,0,0,0,0,1,0,0
1,140611,4.0,7,8,6,6,4.0,4.43,4.38,4.5,20,33,7,24,24,5,14,12,1,39,46.0,74000.0,37,36415.0,0,0,0,0,1,0,0,0
1,971,8.0,10,20,6,7,8.0,8.2,7.5,8.83,4,63,24,44,68,11,21,27,1,39,57.0,69500.0,35,36415.0,0,0,0,0,1,0,0,0
1,140652,20.0,1,1,1,1,20.0,20.0,20.0,20.0,16,16,12,17,14,5,7,6,0,46,66.0,57400.0,32,0.0,0,1,0,0,0,1,0,0
0,140679,,8,9,6,6,6.0,6.25,5.89,5.83,16,37,14,33,33,6,15,13,1,43,58.0,50400.0,43,31441.0,0,0,0,0,0,1,1,0
0,140672,,1,22,1,13,25.0,25.0,12.68,25.0,16,125,12,30,79,5,13,32,1,46,63.0,0.0,35,0.0,0,0,0,0,0,0,0,0
1,175419,25.0,2,3,0,1,25.0,22.5,18.33,,19,43,13,33,35,6,6,14,0,10,,37300.0,0,0.0,0,0,0,0,0,1,0,1
0,140699,,1,6,0,4,20.0,20.0,10.83,,15,76,10,26,55,3,3,19,1,52,31.0,41700.0,27,0.0,1,0,0,0,0,1,1,0
0,140733,,4,11,4,8,25.0,15.0,10.55,15.0,18,81,14,33,55,6,16,21,1,38,87.0,98900.0,42,0.0,0,0,0,0,1,1,0,0
0,134927,,2,7,2,6,15.0,15.0,13.86,15.0,20,69,8,24,47,3,10,18,1,38,,157500.0,28,0.0,0,0,0,0,0,1,0,0
1,2951,5.0,7,30,4,13,5.0,5.57,5.08,5.5,4,103,44,64,96,11,21,32,1,40,74.0,133000.0,49,0.0,0,0,0,0,1,1,1,0
0,140742,,1,7,1,6,17.0,17.0,11.86,17.0,18,92,11,23,55,4,9,19,1,43,,67900.0,37,46098.0,0,0,0,0,0,1,0,0
1,156174,10.0,6,9,4,5,10.0,10.0,9.44,10.0,16,45,14,33,40,6,17,17,1,28,71.0,89900.0,48,69057.0,0,0,0,0,0,0,1,0
0,141056,,1,1,1,1,20.0,20.0,20.0,20.0,17,17,10,15,13,4,6,5,0,21,,138700.0,40,0.0,0,1,0,0,0,1,1,0
1,140808,25.0,1,12,0,6,25.0,25.0,17.83,,26,89,11,28,59,4,4,21,1,12,,118100.0,34,0.0,0,0,0,0,0,1,0,0
1,140779,6.0,7,8,6,6,5.0,5.71,5.75,5.5,21,32,12,29,29,6,15,13,1,12,51.0,116100.0,40,62385.0,0,0,0,0,1,0,0,0
0,140777,,5,7,2,2,7.0,6.2,5.86,5.5,20,32,11,27,29,5,13,11,1,12,27.0,116100.0,40,62385.0,0,0,0,0,0,0,1,0
0,140767,,2,2,2,2,16.0,13.0,13.0,13.0,21,24,12,22,21,6,11,9,0,12,33.0,118100.0,32,0.0,0,0,0,1,0,1,0,0
0,2941,,2,8,2,2,20.0,14.5,7.88,14.5,16,53,23,43,55,6,16,18,0,12,33.0,118100.0,32,62385.0,0,0,0,0,0,0,0,0
1,60104,5.0,4,14,2,8,11.0,10.5,8.71,13.0,18,75,14,34,58,6,16,22,1,20,,89100.0,41,0.0,0,0,0,0,1,1,0,0
1,10491,5.0,6,20,6,12,8.0,8.0,7.05,8.0,17,89,12,30,83,4,14,23,1,27,62.0,100100.0,35,55842.0,0,0,0,0,1,0,0,0
1,141652,13.0,3,9,2,5,15.0,13.33,11.22,12.5,18,101,16,33,61,6,14,24,0,18,59.0,99700.0,37,55842.0,0,0,0,0,0,0,0,0
0,140828,,3,3,2,2,10.0,6.67,6.67,7.5,16,24,13,24,22,6,11,9,0,27,55.0,89900.0,33,55842.0,0,0,0,1,0,0,1,0
0,140867,,4,7,2,4,7.0,8.25,6.86,10.5,18,57,12,27,40,6,13,16,0,46,,78100.0,36,35481.0,0,0,0,0,0,0,0,0
0,140871,,2,2,1,1,30.0,27.5,27.5,25.0,17,24,13,24,22,6,11,9,0,38,,150300.0,42,26875.0,0,0,0,1,0,1,0,0
1,149626,10.0,7,14,5,10,10.0,10.29,10.5,10.0,19,68,13,34,55,6,17,23,1,15,,155700.0,15,0.0,0,0,0,0,0,1,0,1
1,10092,10.0,2,21,1,5,10.0,10.0,9.43,10.0,5,57,45,65,85,7,16,20,1,38,66.0,155700.0,37,40104.0,0,0,0,0,0,0,1,0
1,140904,20.0,2,5,1,3,20.0,14.5,8.8,20.0,17,56,7,19,31,4,10,14,1,8,79.0,59700.0,39,31632.0,0,0,0,0,0,0,0,0
1,140928,21.0,7,18,4,9,25.0,20.29,20.94,24.25,18,111,14,33,72,6,15,29,1,18,69.0,111700.0,38,60093.0,0,0,0,0,1,0,0,0
1,140924,7.0,5,7,1,2,7.0,7.4,6.43,9.0,18,57,12,28,42,6,14,17,0,18,,111700.0,38,0.0,0,0,0,0,0,1,1,0
0,10907,,5,17,3,7,7.0,13.6,11.47,15.33,22,68,18,39,70,6,17,23,1,31,54.0,109300.0,33,0.0,0,0,0,0,0,1,0,0
0,140958,,1,12,1,7,10.0,12.0,10.75,12.0,18,105,14,31,71,6,14,26,1,48,,78800.0,58,0.0,0,0,0,0,1,0,1,0
1,189234,5.0,6,15,2,4,10.0,6.67,6.33,10.0,4,56,17,39,51,7,18,21,0,9,,78100.0,20,39788.0,0,0,0,0,0,1,0,0
1,1920,10.0,7,31,4,12,10.0,9.0,6.92,8.25,6,123,25,44,98,9,19,35,1,9,81.0,103200.0,33,38463.0,0,0,0,0,0,0,1,0
0,65223,,4,7,3,5,10.0,8.5,7.29,8.67,21,63,12,31,48,6,15,18,1,42,70.0,116900.0,27,42178.0,0,0,0,0,0,1,0,0
0,141092,,12,35,7,15,16.0,16.67,12.23,16.29,17,104,14,35,77,6,17,29,1,20,50.0,105700.0,42,42178.0,0,0,0,0,1,0,1,0
0,141068,,6,7,3,3,15.0,17.67,16.0,15.33,15,32,14,30,29,6,14,12,0,18,,94300.0,37,0.0,0,0,0,0,0,1,1,0
1,141134,9.0,6,15,3,7,7.0,7.0,6.33,7.0,17,89,13,34,58,6,16,24,1,10,71.0,60300.0,49,41536.0,0,0,0,0,0,0,1,0
0,141117,,6,9,5,6,12.0,11.67,10.0,12.0,21,41,12,30,35,6,16,16,1,10,,60300.0,49,0.0,0,0,0,0,0,1,1,0
0,141110,,8,8,5,5,8.0,6.63,6.63,6.4,17,33,13,28,29,6,14,12,1,7,67.0,87500.0,39,41536.0,0,0,0,0,1,0,0,1
1,141186,12.0,4,23,3,14,12.0,9.25,6.48,9.0,19,129,9,24,52,4,11,20,1,17,66.0,70600.0,32,0.0,0,0,0,0,1,1,0,0
0,141179,,3,10,2,4,20.0,16.0,13.6,17.0,23,64,7,29,52,4,15,20,0,8,25.0,69000.0,28,45801.0,0,0,0,0,0,0,0,1
0,171615,,3,9,0,2,15.0,12.33,9.89,,18,66,12,31,51,6,6,20,0,20,,82100.0,41,0.0,0,0,0,0,0,1,0,0
0,141243,,1,11,1,7,50.0,25.0,14.55,25.0,18,128,13,34,75,6,16,32,0,18,50.0,85000.0,35,46664.0,0,0,0,0,0,0,0,0
0,141223,,2,3,2,3,25.0,25.0,20.0,25.0,23,57,13,31,40,6,14,16,0,17,47.0,88000.0,33,0.0,0,0,0,0,0,1,0,0
1,141189,25.0,1,1,1,1,53.0,53.0,53.0,53.0,17,17,11,16,14,5,7,6,0,18,,116300.0,39,0.0,0,1,0,0,0,1,0,0
0,141259,,4,6,2,3,15.0,16.5,12.67,17.5,22,45,12,32,35,6,15,15,0,31,49.0,64100.0,38,0.0,0,0,0,0,0,1,1,0
1,141276,6.0,6,14,4,8,100.0,22.17,12.07,30.0,17,113,12,24,51,4,10,13,1,31,77.0,71400.0,38,45456.0,0,0,0,0,1,0,1,0
0,141330,,3,3,2,2,10.0,10.67,10.67,10.0,17,23,12,23,21,6,11,9,0,12,,137900.0,37,0.0,0,0,0,1,0,1,0,0
1,154114,20.0,3,12,2,8,20.0,17.33,12.67,16.0,18,129,9,23,45,4,10,16,0,36,60.0,77500.0,26,0.0,0,0,0,0,0,1,0,0
